Year,Month,Monthly,Annual,Five,Ten,Twenty
1893,3,-1.294,-0.62,-0.406,-0.48,-0.517
1893,4,-3.226,-0.722,-0.428,-0.445,-0.513
1893,5,-0.037,-0.631,-0.466,-0.425,-0.515
1893,6,0.548,-0.987,-0.461,-0.422,-0.516
1893,7,0.112,-1.121,-0.531,-0.425,-0.515
1893,8,0.56,-1.158,-0.462,-0.422,-0.514
1893,9,0.047,-1.081,-0.484,-0.425,-0.516
1893,10,-0.286,-0.943,-0.52,-0.438,-0.512
1893,11,-1.537,-0.958,-0.508,-0.462,-0.5
1893,12,-3.633,-0.976,-0.502,-0.474,-0.483
1894,1,-2.474,-0.972,-0.488,-0.498,-0.48
1894,2,-2.679,-0.988,-0.489,-0.532,-0.486
1894,3,-0.373,-1.018,-0.502,-0.59,-0.485
1894,4,-1.559,-0.985,-0.482,-0.607,-0.48
1894,5,-0.22,-1.007,-0.514,-0.618,-0.477
1894,6,0.331,-0.597,-0.533,-0.621,-0.479
1894,7,0.16,-0.423,-0.537,-0.623,-0.477
1894,8,0.361,-0.175,-0.562,-0.631,-0.478
1894,9,-0.309,-0.151,-0.603,-0.628,-0.48
1894,10,0.112,0.166,-0.591,-0.628,-0.471
1894,11,-1.799,0.209,-0.574,-0.607,-0.457
1894,12,1.288,0.192,-0.578,-0.586,-0.447
1895,1,-0.395,0.157,-0.568,-0.557,-0.439
1895,2,0.307,0.065,-0.573,-0.534,-0.437
1895,3,-0.084,0.03,-0.58,-0.519,-0.422
1895,4,2.243,-0.049,-0.61,-0.477,-0.415
1895,5,0.289,-0.028,-0.619,-0.45,-0.411
1895,6,0.128,-0.109,-0.62,-0.438,-0.413
1895,7,-0.252,-0.252,-0.59,-0.438,-0.415
1895,8,-0.751,-0.339,-0.583,-0.433,-0.412
1895,9,-0.729,-0.508,-0.551,-0.426,-0.41
1895,10,-0.837,-0.819,-0.469,-0.425,-0.415
1895,11,-1.547,-0.852,-0.449,-0.448,-0.415
1895,12,0.316,-0.84,-0.455,-0.44,-0.414
1896,1,-2.103,-0.802,-0.467,-0.462,-0.394
1896,2,-0.743,-0.731,-0.478,-0.421,-0.39
1896,3,-2.11,-0.679,-0.472,-0.412,-0.385
1896,4,-1.492,-0.607,-0.501,-0.411,-0.38
1896,5,-0.108,-0.764,-0.528,-0.397,-0.378
1896,6,0.276,-0.746,-0.464,-0.398,-0.379
1896,7,0.2,-0.557,-0.432,-0.393,-0.377
1896,8,0.11,-0.632,-0.464,-0.391,-0.375
1896,9,-0.109,-0.664,-0.523,-0.398,-0.368
1896,10,0.027,-0.59,-0.499,-0.381,-0.364
1896,11,-3.435,-0.582,-0.512,-0.379,-0.359
1896,12,0.538,-0.615,-0.526,-0.377,-0.36
1897,1,0.166,-0.594,-0.534,-0.369,-0.358
1897,2,-1.645,-0.62,-0.557,-0.338,-0.349
1897,3,-2.499,-0.613,-0.554,-0.339,-0.347
1897,4,-0.6,-0.689,-0.57,-0.323,-0.357
1897,5,-0.017,-0.663,-0.501,-0.314,-0.373
1897,6,-0.113,-0.66,-0.507,-0.329,-0.376
1897,7,0.442,-0.595,-0.488,-0.327,-0.381
1897,8,-0.198,-0.612,-0.507,-0.325,-0.381
1897,9,-0.027,-0.353,-0.508,-0.329,-0.382
1897,10,-0.875,-0.162,-0.503,-0.329,-0.372
1897,11,-3.127,-0.063,-0.488,-0.315,-0.364
1897,12,0.566,-0.034,-0.475,-0.334,-0.346
1898,1,0.948,-0.123,-0.475,-0.316,-0.33
1898,2,-1.847,-0.116,-0.464,-0.295,-0.321
1898,3,0.609,-0.079,-0.446,-0.281,-0.324
1898,4,1.694,-0.174,-0.423,-0.259,-0.317
1898,5,1.172,-0.178,-0.43,-0.266,-0.309
1898,6,0.229,-0.205,-0.42,-0.269,-0.31
1898,7,-0.626,-0.331,-0.393,-0.275,-0.306
1898,8,-0.106,-0.562,-0.38,-0.283,-0.306
1898,9,0.41,-0.941,-0.34,-0.289,-0.304
1898,10,-2.008,-1.088,-0.301,-0.285,-0.303
1898,11,-3.175,-1.271,-0.286,-0.272,-0.301
1898,12,0.236,-1.331,-0.295,-0.229,-0.312
1899,1,-0.557,-1.309,-0.297,-0.217,-0.339
1899,2,-4.619,-1.381,-0.293,-0.237,-0.35
1899,3,-3.945,-1.427,-0.294,-0.249,-0.354
1899,4,-0.066,-1.332,-0.28,-0.229,-0.377
1899,5,-1.027,-0.87,-0.244,-0.222,-0.38
1899,6,-0.489,-0.816,-0.222,-0.228,-0.378
1899,7,-0.358,-0.706,-0.202,-0.234,-0.377
1899,8,-0.974,-0.388,-0.114,-0.241,-0.378
1899,9,-0.137,-0.075,-0.075,-0.25,-0.374
1899,10,-0.87,0.144,-0.054,-0.251,-0.371
1899,11,2.365,0.331,-0.054,-0.219,-0.376
1899,12,0.887,0.446,-0.08,-0.232,-0.365
1900,1,0.757,0.452,-0.085,-0.232,-0.345
1900,2,-0.792,0.525,-0.078,-0.239,-0.346
1900,3,-0.188,0.566,-0.077,-0.224,-0.329
1900,4,2.557,0.688,-0.047,-0.229,-0.312
1900,5,1.216,0.324,-0.01,-0.225,-0.305
1900,6,0.894,0.328,-0.049,-0.23,-0.302
1900,7,-0.291,0.223,-0.043,-0.23,-0.3
1900,8,-0.092,0.292,-0.007,-0.225,-0.3
1900,9,0.351,0.332,-0.011,-0.218,-0.301
1900,10,0.597,0.189,-0.048,-0.223,-0.301
1900,11,-2.006,0.157,-0.082,-0.199,-0.301
1900,12,0.938,0.061,-0.083,-0.196,-0.303
1901,1,-0.506,0.092,-0.083,-0.175,-0.331
1901,2,0.031,0.125,-0.087,-0.18,-0.313
1901,3,0.302,0.081,-0.106,-0.162,-0.306
1901,4,0.831,0.106,-0.07,-0.136,-0.31
1901,5,0.832,0.169,-0.015,-0.133,-0.302
1901,6,-0.254,0.244,0.005,-0.131,-0.299
1901,7,0.075,0.402,-0.002,-0.123,-0.297
1901,8,0.309,0.701,-0.01,-0.121,-0.3
1901,9,-0.172,0.66,0.026,-0.115,-0.306
1901,10,0.89,0.645,0.041,-0.11,-0.297
1901,11,-1.246,0.576,0.068,-0.077,-0.299
1901,12,1.841,0.456,0.07,-0.101,-0.298
1902,1,1.384,0.462,0.066,-0.132,-0.307
1902,2,3.614,0.456,0.074,-0.141,-0.299
1902,3,-0.188,0.473,0.054,-0.136,-0.305
1902,4,0.655,0.474,0.068,-0.164,-0.299
1902,5,0.002,0.502,0.063,-0.192,-0.293
1902,6,-1.694,0.205,0.043,-0.195,-0.292
1902,7,0.147,0.197,0.024,-0.207,-0.298
1902,8,0.243,-0.078,0.029,-0.214,-0.301
1902,9,0.024,-0.031,0.061,-0.219,-0.303
1902,10,0.908,-0.13,0.045,-0.209,-0.305
1902,11,-0.907,-0.201,0.037,-0.18,-0.287
1902,12,-1.734,-0.048,0.014,-0.168,-0.286
1903,1,1.297,-0.109,0.015,-0.161,-0.293
1903,2,0.315,-0.161,0.015,-0.141,-0.291
1903,3,0.371,-0.222,0.011,-0.169,-0.297
1903,4,-0.53,-0.285,-0.023,-0.19,-0.281
1903,5,-0.848,-0.201,0.033,-0.193,-0.284
1903,6,0.139,0.064,0.028,-0.199,-0.286
1903,7,-0.589,-0.124,0.043,-0.187,-0.29
1903,8,-0.382,-0.577,0.02,-0.19,-0.294
1903,9,-0.699,-0.754,0.017,-0.184,-0.297
1903,10,0.153,-0.641,0.03,-0.167,-0.301
1903,11,0.089,-0.523,0.019,-0.14,-0.292
1903,12,1.457,-0.565,0.033,-0.151,-0.266
1904,1,-0.966,-0.567,0.05,-0.179,-0.257
1904,2,-5.116,-0.574,0.051,-0.169,-0.269
1904,3,-1.761,-0.628,0.064,-0.118,-0.27
1904,4,0.828,-0.642,0.06,-0.148,-0.268
1904,5,0.572,-0.481,0.09,-0.141,-0.268
1904,6,-0.362,-0.625,0.02,-0.134,-0.271
1904,7,-0.613,-0.577,-0.063,-0.132,-0.273
1904,8,-0.466,-0.193,-0.168,-0.125,-0.276
1904,9,-1.355,0.099,-0.197,-0.12,-0.274
1904,10,-0.01,0.163,-0.273,-0.113,-0.269
1904,11,2.024,0.176,-0.33,-0.145,-0.263
1904,12,-0.271,0.165,-0.309,-0.143,-0.272
1905,1,-0.389,0.2,-0.329,-0.133,-0.265
1905,2,-0.514,0.228,-0.35,-0.159,-0.259
1905,3,1.74,0.35,-0.36,-0.139,-0.251
1905,4,1.597,0.231,-0.371,-0.148,-0.244
1905,5,0.731,0.175,-0.35,-0.161,-0.243
1905,6,-0.497,0.249,-0.288,-0.166,-0.248
1905,7,-0.193,0.316,-0.28,-0.163,-0.25
1905,8,-0.129,0.248,-0.276,-0.167,-0.244
1905,9,0.106,0.112,-0.327,-0.175,-0.243
1905,10,-1.43,0.112,-0.331,-0.177,-0.241
1905,11,1.349,0.069,-0.305,-0.155,-0.23
1905,12,0.621,0.158,-0.314,-0.165,-0.221
1906,1,0.409,0.266,-0.292,-0.2,-0.219
1906,2,-1.331,0.304,-0.293,-0.204,-0.22
1906,3,0.117,0.347,-0.261,-0.2,-0.218
1906,4,1.586,0.522,-0.265,-0.209,-0.206
1906,5,0.215,0.454,-0.265,-0.207,-0.204
1906,6,0.573,0.204,-0.307,-0.201,-0.205
1906,7,1.11,-0.126,-0.357,-0.202,-0.205
1906,8,0.325,-0.241,-0.327,-0.209,-0.206
1906,9,0.62,-0.41,-0.262,-0.213,-0.205
1906,10,0.673,-0.868,-0.337,-0.213,-0.208
1906,11,0.527,-1.172,-0.351,-0.219,-0.191
1906,12,-2.372,-1.253,-0.339,-0.218,-0.199
1907,1,-3.556,-1.433,-0.329,-0.246,-0.208
1907,2,-2.714,-1.549,-0.325,-0.261,-0.214
1907,3,-1.907,-1.648,-0.293,-0.27,-0.204
1907,4,-3.903,-1.681,-0.295,-0.275,-0.206
1907,5,-3.436,-1.698,-0.352,-0.271,-0.214
1907,6,-0.399,-1.334,-0.33,-0.255,-0.22
1907,7,-1.057,-0.888,-0.29,-0.269,-0.221
1907,8,-1.057,-0.616,-0.347,-0.278,-0.222
1907,9,-0.571,-0.679,-0.338,-0.277,-0.219
1907,10,0.274,-0.421,-0.342,-0.281,-0.223
1907,11,0.323,-0.075,-0.359,-0.259,-0.204
1907,12,1.999,-0.077,-0.346,-0.237,-0.235
1908,1,1.797,0.072,-0.341,-0.269,-0.242
1908,2,0.543,0.127,-0.348,-0.287,-0.247
1908,3,-2.665,0.273,-0.36,-0.314,-0.255
1908,4,-0.8,0.247,-0.331,-0.303,-0.265
1908,5,0.711,0.225,-0.342,-0.303,-0.279
1908,6,-0.426,-0.03,-0.358,-0.302,-0.288
1908,7,0.735,-0.509,-0.443,-0.305,-0.292
1908,8,-0.395,-0.833,-0.429,-0.306,-0.294
1908,9,1.176,-0.431,-0.418,-0.306,-0.295
1908,10,-0.04,-0.671,-0.448,-0.317,-0.289
1908,11,0.064,-0.752,-0.433,-0.313,-0.274
1908,12,-1.064,-0.685,-0.434,-0.303,-0.27
1909,1,-3.952,-0.752,-0.454,-0.298,-0.257
1909,2,-3.342,-0.735,-0.468,-0.3,-0.24
1909,3,2.16,-0.789,-0.49,-0.291,-0.233
1909,4,-3.676,-0.791,-0.486,-0.308,-0.231
1909,5,-0.261,-0.917,-0.528,-0.313,-0.225
1909,6,0.372,-0.74,-0.455,-0.314,-0.222
1909,7,-0.063,-0.241,-0.429,-0.312,-0.22
1909,8,-0.195,-0.292,-0.353,-0.312,-0.213
1909,9,0.532,-0.283,-0.343,-0.298,-0.21
1909,10,-0.072,0.138,-0.277,-0.286,-0.218
1909,11,-1.447,0.135,-0.212,-0.306,-0.239
1909,12,1.061,0.127,-0.201,-0.312,-0.247
1910,1,2.035,0.144,-0.209,-0.298,-0.256
1910,2,-3.949,0.111,-0.205,-0.279,-0.239
1910,3,2.269,0.016,-0.194,-0.278,-0.241
1910,4,1.377,0.05,-0.192,-0.26,-0.257
1910,5,-0.302,0.225,-0.168,-0.26,-0.263
1910,6,0.275,0.112,-0.186,-0.266,-0.269
1910,7,0.141,-0.453,-0.259,-0.269,-0.267
1910,8,-0.593,-0.161,-0.298,-0.264,-0.264
1910,9,-0.605,-0.285,-0.301,-0.269,-0.263
1910,10,0.334,-0.417,-0.276,-0.259,-0.263
1910,11,0.659,-0.304,-0.3,-0.262,-0.254
1910,12,-0.296,-0.283,-0.29,-0.246,-0.256
1911,1,-4.743,-0.3,-0.317,-0.262,-0.25
1911,2,-0.441,-0.295,-0.32,-0.26,-0.25
1911,3,0.769,-0.302,-0.35,-0.275,-0.257
1911,4,-0.204,-0.251,-0.369,-0.276,-0.258
1911,5,1.062,-0.473,-0.361,-0.274,-0.259
1911,6,0.525,-0.283,-0.299,-0.28,-0.252
1911,7,-0.068,-0.052,-0.239,-0.287,-0.248
1911,8,-0.531,0.137,-0.273,-0.291,-0.252
1911,9,-0.695,-0.037,-0.32,-0.294,-0.251
1911,10,0.948,-0.016,-0.279,-0.306,-0.251
1911,11,-1.999,-0.064,-0.276,-0.304,-0.253
1911,12,1.981,-0.089,-0.29,-0.298,-0.255
1912,1,-1.974,-0.208,-0.295,-0.284,-0.256
1912,2,1.835,-0.231,-0.299,-0.286,-0.288
1912,3,-1.322,-0.168,-0.302,-0.271,-0.291
1912,4,0.043,-0.213,-0.278,-0.249,-0.293
1912,5,0.486,0.098,-0.26,-0.236,-0.292
1912,6,0.233,0.012,-0.294,-0.245,-0.289
1912,7,-1.505,-0.04,-0.306,-0.235,-0.292
1912,8,-0.805,-0.341,-0.211,-0.231,-0.294
1912,9,0.062,-0.467,-0.218,-0.219,-0.295
1912,10,0.404,-0.413,-0.178,-0.237,-0.302
1912,11,1.734,-0.518,-0.161,-0.228,-0.294
1912,12,0.956,-0.522,-0.185,-0.301,-0.298
1913,1,-2.6,-0.468,-0.198,-0.323,-0.31
1913,2,-1.785,-0.449,-0.179,-0.353,-0.318
1913,3,-2.831,-0.506,-0.177,-0.342,-0.34
1913,4,0.695,-0.638,-0.186,-0.34,-0.343
1913,5,-0.77,-0.74,-0.181,-0.365,-0.342
1913,6,0.181,-0.598,-0.134,-0.378,-0.339
1913,7,-0.857,-0.407,-0.08,-0.396,-0.336
1913,8,-0.583,-0.711,-0.091,-0.398,-0.338
1913,9,-0.616,-0.525,-0.131,-0.406,-0.333
1913,10,-1.182,-0.686,-0.105,-0.411,-0.326
1913,11,0.514,-0.628,-0.114,-0.407,-0.313
1913,12,2.659,-0.682,-0.126,-0.389,-0.315
1914,1,-0.314,-0.642,-0.119,-0.335,-0.314
1914,2,-5.425,-0.628,-0.114,-0.312,-0.288
1914,3,-0.607,-0.549,-0.098,-0.349,-0.263
1914,4,-1.23,-0.338,-0.126,-0.314,-0.27
1914,5,-0.073,-0.412,-0.081,-0.308,-0.272
1914,6,-0.474,-0.711,-0.14,-0.309,-0.273
1914,7,-0.378,-0.579,-0.139,-0.309,-0.272
1914,8,-0.406,0.021,-0.219,-0.3,-0.271
1914,9,0.333,0.227,-0.2,-0.299,-0.265
1914,10,1.348,0.644,-0.22,-0.323,-0.261
1914,11,-0.372,0.706,-0.259,-0.332,-0.269
1914,12,-0.938,0.648,-0.288,-0.351,-0.279
1915,1,1.274,0.627,-0.261,-0.379,-0.291
1915,2,1.773,0.71,-0.257,-0.319,-0.299
1915,3,1.872,0.641,-0.244,-0.344,-0.307
1915,4,3.763,0.509,-0.283,-0.366,-0.31
1915,5,0.681,0.62,-0.287,-0.365,-0.313
1915,6,-1.171,0.911,-0.415,-0.371,-0.311
1915,7,-0.63,0.676,-0.386,-0.371,-0.31
1915,8,0.583,0.439,-0.408,-0.362,-0.308
1915,9,-0.491,0.146,-0.384,-0.352,-0.308
1915,10,-0.234,-0.053,-0.404,-0.349,-0.312
1915,11,0.958,-0.068,-0.43,-0.354,-0.318
1915,12,2.558,0.016,-0.465,-0.347,-0.305
1916,1,-1.551,0.094,-0.476,-0.299,-0.295
1916,2,-1.066,0.03,-0.475,-0.295,-0.287
1916,3,-1.652,0.089,-0.462,-0.313,-0.285
1916,4,1.378,0.049,-0.452,-0.308,-0.295
1916,5,0.505,0.03,-0.453,-0.31,-0.296
1916,6,-0.161,-0.315,-0.48,-0.304,-0.301
1916,7,0.301,-0.345,-0.431,-0.295,-0.307
1916,8,-0.19,-0.504,-0.351,-0.295,-0.311
1916,9,0.228,-0.379,-0.378,-0.289,-0.318
1916,10,-0.724,-0.594,-0.349,-0.289,-0.318
1916,11,0.737,-0.79,-0.341,-0.287,-0.324
1916,12,-1.586,-0.901,-0.329,-0.292,-0.317
1917,1,-1.904,-0.914,-0.322,-0.266,-0.298
1917,2,-2.975,-0.945,-0.302,-0.316,-0.289
1917,3,-0.163,-0.898,-0.297,-0.312,-0.274
1917,4,-1.193,-0.997,-0.369,-0.311,-0.261
1917,5,-1.851,-0.935,-0.404,-0.313,-0.251
1917,6,-1.498,-1.363,-0.408,-0.322,-0.252
1917,7,0.153,-1.278,-0.453,-0.315,-0.247
1917,8,-0.568,-1.288,-0.428,-0.31,-0.243
1917,9,0.799,-1.387,-0.471,-0.312,-0.239
1917,10,-1.917,-1.332,-0.555,-0.322,-0.236
1917,11,1.484,-1.369,-0.57,-0.33,-0.249
1917,12,-6.73,-1.408,-0.557,-0.36,-0.27
1918,1,-0.874,-1.543,-0.543,-0.351,-0.268
1918,2,-3.094,-1.544,-0.545,-0.35,-0.263
1918,3,-1.353,-1.595,-0.526,-0.367,-0.25
1918,4,-0.532,-1.485,-0.512,-0.382,-0.258
1918,5,-2.297,-1.569,-0.527,-0.38,-0.259
1918,6,-1.967,-0.92,-0.56,-0.375,-0.256
1918,7,-1.473,-0.632,-0.518,-0.367,-0.258
1918,8,-0.573,-0.424,-0.499,-0.37,-0.258
1918,9,0.179,-0.499,-0.495,-0.36,-0.263
1918,10,-0.594,-0.409,-0.51,-0.335,-0.264
1918,11,0.48,-0.185,-0.506,-0.314,-0.253
1918,12,1.06,0,-0.483,-0.327,-0.232
1919,1,2.578,0.124,-0.47,-0.331,-0.215
1919,2,-0.599,0.241,-0.477,-0.275,-0.205
1919,3,-2.249,0.278,-0.479,-0.236,-0.215
1919,4,0.55,0.081,-0.452,-0.232,-0.204
1919,5,0.387,-0.168,-0.493,-0.231,-0.209
1919,6,0.251,-0.355,-0.444,-0.232,-0.214
1919,7,0.022,-0.686,-0.393,-0.231,-0.217
1919,8,0.826,-0.363,-0.412,-0.231,-0.216
1919,9,0.617,-0.234,-0.424,-0.231,-0.219
1919,10,-2.947,-0.389,-0.402,-0.236,-0.213
1919,11,-2.512,-0.437,-0.367,-0.233,-0.209
1919,12,-1.189,-0.494,-0.356,-0.246,-0.221
1920,1,-1.384,-0.477,-0.369,-0.284,-0.234
1920,2,3.27,-0.504,-0.363,-0.32,-0.219
1920,3,-0.698,-0.506,-0.379,-0.337,-0.224
1920,4,-1.307,-0.208,-0.36,-0.361,-0.229
1920,5,-0.19,0.008,-0.372,-0.367,-0.228
1920,6,-0.441,0.153,-0.304,-0.356,-0.225
1920,7,0.236,0.351,-0.315,-0.351,-0.223
1920,8,0.493,0.084,-0.291,-0.353,-0.217
1920,9,0.602,0.023,-0.35,-0.348,-0.213
1920,10,0.619,0.172,-0.36,-0.365,-0.216
1920,11,0.081,0.25,-0.331,-0.374,-0.213
1920,12,0.554,0.389,-0.284,-0.365,-0.197
1921,1,0.999,0.461,-0.259,-0.328,-0.163
1921,2,0.067,0.369,-0.264,-0.314,-0.145
1921,3,-1.431,0.327,-0.257,-0.296,-0.149
1921,4,0.476,0.348,-0.217,-0.315,-0.144
1921,5,0.744,0.197,-0.174,-0.319,-0.149
1921,6,1.225,0.265,-0.174,-0.322,-0.149
1921,7,1.106,0.281,-0.23,-0.327,-0.144
1921,8,-0.609,-0.071,-0.199,-0.33,-0.141
1921,9,0.094,-0.026,-0.093,-0.342,-0.133
1921,10,0.877,-0.051,-0.116,-0.33,-0.13
1921,11,-1.734,-0.092,-0.121,-0.343,-0.115
1921,12,1.361,-0.266,-0.135,-0.335,-0.114
1922,1,1.196,-0.411,-0.139,-0.311,-0.101
1922,2,-4.158,-0.378,-0.16,-0.291,-0.119
1922,3,-0.891,-0.4,-0.166,-0.277,-0.119
1922,4,0.172,-0.538,-0.104,-0.273,-0.117
1922,5,0.256,-0.328,-0.061,-0.267,-0.113
1922,6,-0.86,-0.664,-0.083,-0.259,-0.113
1922,7,-0.631,-0.891,-0.116,-0.258,-0.107
1922,8,-0.22,-0.683,-0.212,-0.255,-0.099
1922,9,-0.17,-1.017,-0.203,-0.258,-0.095
1922,10,-0.781,-1.126,-0.166,-0.236,-0.099
1922,11,0.792,-1.193,-0.164,-0.271,-0.118
1922,12,-2.673,-1.05,-0.155,-0.239,-0.126
1923,1,-1.527,-0.995,-0.158,-0.213,-0.117
1923,2,-1.663,-1.047,-0.161,-0.173,-0.118
1923,3,-4.897,-0.984,-0.17,-0.158,-0.106
1923,4,-1.137,-0.768,-0.218,-0.177,-0.111
1923,5,-0.548,-0.581,-0.221,-0.153,-0.107
1923,6,0.858,-0.27,-0.17,-0.134,-0.111
1923,7,0.031,-0.206,-0.138,-0.119,-0.109
1923,8,-0.852,0.039,-0.129,-0.119,-0.103
1923,9,0.586,0.786,-0.097,-0.12,-0.099
1923,10,1.817,0.813,-0.119,-0.117,-0.1
1923,11,3.032,0.867,-0.132,-0.099,-0.116
1923,12,1.064,0.744,-0.161,-0.074,-0.155
1924,1,-0.762,0.724,-0.184,-0.095,-0.154
1924,2,1.27,0.76,-0.184,-0.097,-0.133
1924,3,4.071,0.733,-0.205,-0.082,-0.136
1924,4,-0.815,0.647,-0.208,-0.094,-0.129
1924,5,0.106,0.4,-0.193,-0.109,-0.128
1924,6,-0.617,0.101,-0.227,-0.118,-0.128
1924,7,-0.216,-0.116,-0.23,-0.126,-0.128
1924,8,-0.423,-0.428,-0.17,-0.133,-0.131
1924,9,0.274,-0.783,-0.13,-0.139,-0.137
1924,10,0.782,-0.637,-0.144,-0.103,-0.141
1924,11,0.063,-0.65,-0.168,-0.085,-0.135
1924,12,-2.525,-0.592,-0.161,-0.09,-0.134
1925,1,-3.359,-0.572,-0.148,-0.089,-0.156
1925,2,-2.472,-0.507,-0.147,-0.118,-0.154
1925,3,-0.196,-0.528,-0.136,-0.103,-0.17
1925,4,0.934,-0.778,-0.111,-0.092,-0.19
1925,5,-0.043,-0.794,-0.17,-0.09,-0.195
1925,6,0.071,-0.281,-0.174,-0.079,-0.19
1925,7,0.032,0.24,-0.111,-0.076,-0.184
1925,8,0.359,0.498,-0.055,-0.073,-0.188
1925,9,0.022,0.558,0.034,-0.074,-0.185
1925,10,-2.219,0.407,0.007,-0.083,-0.189
1925,11,-0.133,0.409,0.026,-0.073,-0.206
1925,12,3.636,0.357,0.016,-0.047,-0.214
1926,1,2.888,0.335,0.021,-0.026,-0.216
1926,2,0.62,0.253,0.027,0.004,-0.234
1926,3,0.523,0.153,0.017,0.016,-0.221
1926,4,-0.868,0.398,-0.018,0.019,-0.234
1926,5,-0.029,0.336,-0.024,0.011,-0.238
1926,6,-0.55,-0.02,0.027,0.007,-0.237
1926,7,-0.228,-0.179,0.04,0.006,-0.235
1926,8,-0.622,-0.276,0.004,0.014,-0.234
1926,9,-1.18,-0.192,-0.07,0.023,-0.237
1926,10,0.718,-0.179,-0.071,0.029,-0.242
1926,11,-0.879,-0.271,-0.097,0.057,-0.25
1926,12,-0.637,-0.266,-0.101,0.063,-0.25
1927,1,0.982,-0.232,-0.113,0.064,-0.248
1927,2,-0.539,-0.192,-0.105,0.078,-0.236
1927,3,1.534,-0.057,-0.112,0.074,-0.228
1927,4,-0.719,-0.053,-0.103,0.077,-0.218
1927,5,-1.133,-0.209,-0.109,0.086,-0.205
1927,6,-0.49,-0.401,-0.098,0.097,-0.194
1927,7,0.178,-0.293,-0.062,0.1,-0.193
1927,8,-0.134,-0.108,-0.025,0.112,-0.191
1927,9,0.436,-0.2,-0.003,0.122,-0.191
1927,10,0.768,-0.369,-0.019,0.123,-0.181
1927,11,-2.75,-0.226,-0.017,0.094,-0.186
1927,12,-2.948,-0.162,-0.003,0.107,-0.164
1928,1,2.285,-0.147,0.006,0.116,-0.154
1928,2,1.676,-0.181,0.015,0.115,-0.149
1928,3,0.43,-0.218,0.022,0.155,-0.136
1928,4,-2.74,-0.303,0.051,0.161,-0.137
1928,5,0.573,0.145,0.076,0.166,-0.123
1928,6,0.284,0.736,0.076,0.154,-0.112
1928,7,0.351,0.545,0.086,0.15,-0.102
1928,8,-0.533,0.333,0.138,0.164,-0.099
1928,9,-0.013,0.265,0.128,0.162,-0.089
1928,10,-0.247,0.422,0.157,0.135,-0.077
1928,11,2.62,0.254,0.154,0.083,-0.078
1928,12,4.15,0.158,0.176,0.018,-0.073
1929,1,-0.009,0.05,0.195,0.023,-0.076
1929,2,-0.869,0.1,0.212,0.01,-0.092
1929,3,-0.382,0.091,0.25,-0.037,-0.095
1929,4,-0.859,0.221,0.265,-0.025,-0.093
1929,5,-1.443,-0.025,0.308,-0.024,-0.092
1929,6,-0.871,-0.522,0.353,-0.024,-0.095
1929,7,-0.944,-0.623,0.358,-0.024,-0.093
1929,8,0.064,-0.571,0.325,-0.031,-0.095
1929,9,-0.116,-0.448,0.278,-0.042,-0.099
1929,10,1.309,-0.375,0.299,-0.046,-0.095
1929,11,-0.333,-0.251,0.34,-0.038,-0.079
1929,12,-1.811,-0.104,0.355,-0.022,-0.055
1930,1,-1.22,0.026,0.348,-0.029,-0.032
1930,2,-0.251,0.094,0.37,0.012,-0.039
1930,3,1.094,0.142,0.38,-0.003,-0.028
1930,4,0.025,-0.006,0.356,-0.02,-0.017
1930,5,0.045,0.132,0.357,-0.024,-0.014
1930,6,0.891,0.587,0.388,-0.024,-0.016
1930,7,0.615,0.977,0.343,-0.018,-0.016
1930,8,0.882,1.31,0.284,-0.023,-0.017
1930,9,0.463,1.214,0.275,-0.022,-0.01
1930,10,-0.473,1.284,0.315,-0.012,-0.008
1930,11,1.32,1.266,0.305,-0.038,-0.016
1930,12,3.658,1.252,0.291,-0.062,-0.016
1931,1,3.46,1.279,0.279,-0.103,-0.015
1931,2,3.741,1.238,0.301,-0.154,-0.002
1931,3,-0.059,1.293,0.306,-0.145,0.009
1931,4,0.864,1.467,0.287,-0.154,0.01
1931,5,-0.173,1.497,0.19,-0.157,0.008
1931,6,0.731,1.366,0.009,-0.152,0.006
1931,7,0.93,1.185,0.007,-0.144,0.006
1931,8,0.394,0.663,0.016,-0.138,0.006
1931,9,1.123,0.557,-0.003,-0.132,0.001
1931,10,1.615,0.533,0.021,-0.155,-0.005
1931,11,1.676,0.656,0.049,-0.157,-0.001
1931,12,2.085,0.631,0.053,-0.165,-0.004
1932,1,1.292,0.53,0.064,-0.185,0.007
1932,2,-2.529,0.6,0.043,-0.181,0.027
1932,3,-1.327,0.589,0.028,-0.18,0.046
1932,4,0.58,0.401,0.012,-0.163,0.048
1932,5,1.304,0.036,0.033,-0.143,0.05
1932,6,0.433,-0.228,0.053,-0.13,0.054
1932,7,-0.282,-0.372,0.005,-0.127,0.056
1932,8,1.225,-0.314,0.049,-0.127,0.057
1932,9,1.003,-0.211,-0.002,-0.125,0.058
1932,10,-0.644,-0.289,-0.021,-0.126,0.069
1932,11,-2.71,-0.398,-0.03,-0.102,0.06
1932,12,-1.076,-0.482,-0.045,-0.088,0.062
1933,1,-0.44,-0.493,-0.042,-0.096,0.065
1933,2,-1.828,-0.526,-0.061,-0.125,0.076
1933,3,-0.091,-0.584,-0.067,-0.113,0.085
1933,4,-0.366,-0.65,-0.076,-0.097,0.091
1933,5,-0.001,-0.691,-0.151,-0.093,0.09
1933,6,-0.57,-1.16,-0.201,-0.09,0.084
