Year,Month,Monthly_v2,Annual,Five,Ten,Twenty,,,,
1929,6,-5.761,-0.522,0.353,-0.024,-0.095,,,,
1929,7,-5.834,-0.623,0.358,-0.024,-0.093,,,,
1929,8,-4.826,-0.571,0.325,-0.031,-0.095,,,,
1929,9,-5.006,-0.448,0.278,-0.042,-0.099,,,,
1929,10,-3.581,-0.375,0.299,-0.046,-0.095,,,,
1929,11,-5.223,-0.251,0.34,-0.038,-0.079,,,,
1929,12,-6.701,-0.104,0.355,-0.022,-0.055,,,,
1930,1,-6.11,0.026,0.348,-0.029,-0.032,,,,
1930,2,-5.141,0.094,0.37,0.012,-0.039,,,,
1930,3,-3.796,0.142,0.38,-0.003,-0.028,,,,
1930,4,-4.865,-0.006,0.356,-0.02,-0.017,,,,
1930,5,-4.845,0.132,0.357,-0.024,-0.014,,,,
1930,6,-3.999,0.587,0.388,-0.024,-0.016,,,,
1930,7,-4.275,0.977,0.343,-0.018,-0.016,,,,
1930,8,-4.008,1.31,0.284,-0.023,-0.017,,,,
1930,9,-4.427,1.214,0.275,-0.022,-0.01,,,,
1930,10,-5.363,1.284,0.315,-0.012,-0.008,,,,
1930,11,-3.57,1.266,0.305,-0.038,-0.016,,,,
1930,12,-1.232,1.252,0.291,-0.062,-0.016,,,,
1931,1,-1.43,1.279,0.279,-0.103,-0.015,,,,
1931,2,-1.149,1.238,0.301,-0.154,-0.002,,,,
1931,3,-4.949,1.293,0.306,-0.145,0.009,,,,
1931,4,-4.026,1.467,0.287,-0.154,0.01,,,,
1931,5,-5.063,1.497,0.19,-0.157,0.008,,,,
1931,6,-4.159,1.366,0.009,-0.152,0.006,,,,
1931,7,-3.96,1.185,0.007,-0.144,0.006,,,,
1931,8,-4.496,0.663,0.016,-0.138,0.006,,,,
1931,9,-3.767,0.557,-0.003,-0.132,0.001,,,,
1931,10,-3.275,0.533,0.021,-0.155,-0.005,,,,
1931,11,-3.214,0.656,0.049,-0.157,-0.001,,,,
1931,12,-2.805,0.631,0.053,-0.165,-0.004,,,,
1932,1,-3.598,0.53,0.064,-0.185,0.007,,,,
1932,2,-7.419,0.6,0.043,-0.181,0.027,,,,
1932,3,-6.217,0.589,0.028,-0.18,0.046,,,,
1932,4,-4.31,0.401,0.012,-0.163,0.048,,,,
1932,5,-3.586,0.036,0.033,-0.143,0.05,,,,
1932,6,-4.457,-0.228,0.053,-0.13,0.054,,,,
1932,7,-5.172,-0.372,0.005,-0.127,0.056,,,,
1932,8,-3.665,-0.314,0.049,-0.127,0.057,,,,
1932,9,-3.887,-0.211,-0.002,-0.125,0.058,,,,
1932,10,-5.534,-0.289,-0.021,-0.126,0.069,,,,
1932,11,-7.6,-0.398,-0.03,-0.102,0.06,,,,
1932,12,-5.966,-0.482,-0.045,-0.088,0.062,,,,
1933,1,-5.33,-0.493,-0.042,-0.096,0.065,,,,
1933,2,-6.718,-0.526,-0.061,-0.125,0.076,,,,
1933,3,-4.981,-0.584,-0.067,-0.113,0.085,,,,
1933,4,-5.256,-0.65,-0.076,-0.097,0.091,,,,
1933,5,-4.891,-0.691,-0.151,-0.093,0.09,,,,
1933,6,-5.46,-1.16,-0.201,-0.09,0.084,,,,
1933,7,-5.301,-1.134,-0.292,-0.084,0.085,,,,
1933,8,-4.065,-1.009,-0.445,-0.079,0.089,,,,
1933,9,-4.588,-1.125,-0.419,-0.058,0.089,,,,
1933,10,-6.323,-1.045,-0.465,-0.037,0.091,,,,
1933,11,-8.09,-1.03,-0.468,-0.057,0.091,,,,
1933,12,-11.597,-1.032,-0.481,-0.073,0.095,,,,
1934,1,-5.02,-1.02,-0.483,-0.056,0.12,,,,
1934,2,-5.22,-1.193,-0.487,-0.087,0.115,,,,
1934,3,-6.374,-1.3,-0.513,-0.109,0.094,,,,
1934,4,-4.297,-1.155,-0.575,-0.093,0.107,,,,
1934,5,-4.705,-0.806,-0.622,-0.075,0.109,,,,
1934,6,-5.481,-0.299,-0.683,-0.071,0.113,,,,
1934,7,-5.162,-0.632,-0.728,-0.061,0.113,,,,
1934,8,-6.134,-0.404,-0.688,-0.056,0.116,,,,
1934,9,-5.873,-0.447,-0.637,-0.059,0.12,,,,
1934,10,-4.582,-0.586,-0.625,-0.087,0.121,,,,
1934,11,-3.91,-0.645,-0.626,-0.074,0.126,,,,
1934,12,-5.513,-0.597,-0.615,-0.02,0.145,,,,
1935,1,-9.012,-0.508,-0.602,0.025,0.168,,,,
1935,2,-2.48,-0.423,-0.624,0.041,0.185,,,,
1935,3,-6.893,-0.335,-0.629,0.047,0.201,,,,
1935,4,-5.966,-0.446,-0.607,0.058,0.186,,,,
1935,5,-5.413,-0.791,-0.561,0.063,0.181,,,,
1935,6,-4.911,-0.683,-0.564,0.047,0.177,,,,
1935,7,-4.087,-0.508,-0.534,0.044,0.176,,,,
1935,8,-5.12,-1.163,-0.533,0.038,0.176,,,,
1935,9,-4.817,-0.867,-0.502,0.055,0.173,,,,
1935,10,-5.905,-0.936,-0.51,0.066,0.184,,,,
1935,11,-8.054,-0.924,-0.492,0.041,0.175,,,,
1935,12,-4.218,-0.924,-0.471,0.014,0.156,,,,
1936,1,-6.915,-0.926,-0.447,-0.003,0.145,,,,
1936,2,-10.335,-0.893,-0.46,-0.008,0.133,,,,
1936,3,-3.341,-0.937,-0.422,0.002,0.147,,,,
1936,4,-6.795,-1.026,-0.361,0.001,0.153,,,,
1936,5,-5.273,-0.856,-0.303,0.005,0.154,,,,
1936,6,-4.907,-1.046,-0.155,0.004,0.154,,,,
1936,7,-4.111,-0.994,-0.119,0.006,0.153,,,,
1936,8,-4.724,-0.549,-0.189,-0.002,0.156,,,,
1936,9,-5.348,-0.537,-0.214,-0.021,0.163,,,,
1936,10,-6.974,-0.268,-0.207,-0.039,0.159,,,,
1936,11,-6.006,-0.134,-0.199,-0.059,0.158,,,,
1936,12,-6.507,-0.042,-0.196,-0.071,0.154,,,,
1937,1,-6.29,-0.065,-0.186,-0.051,0.154,,,,
1937,2,-4.996,-0.084,-0.156,-0.024,0.162,,,,
1937,3,-3.19,0.01,-0.146,0.018,0.167,,,,
1937,4,-3.571,0.239,-0.185,0.018,0.161,,,,
1937,5,-3.665,0.34,-0.181,0.014,0.16,,,,
1937,6,-3.797,0.369,-0.093,0.012,0.158,,,,
1937,7,-4.391,0.599,0.046,0.013,0.159,,,,
1937,8,-4.947,0.458,0.033,0.002,0.157,,,,
1937,9,-4.223,0.467,0.097,-0.006,0.154,,,,
1937,10,-4.225,0.287,0.136,0.016,0.161,,,,
1937,11,-4.797,0.271,0.156,0.026,0.181,,,,
1937,12,-6.163,0.24,0.139,0.017,0.204,,,,
1938,1,-3.526,0.284,0.13,0.013,0.205,,,,
1938,2,-6.689,0.293,0.137,0.037,0.186,,,,
1938,3,-3.081,0.45,0.177,0.016,0.173,,,,
1938,4,-5.73,0.582,0.209,0.021,0.173,,,,
1938,5,-3.853,0.597,0.232,0.014,0.174,,,,
1938,6,-4.171,0.886,0.23,0.014,0.176,,,,
1938,7,-3.863,0.942,0.286,0.02,0.178,,,,
1938,8,-4.838,0.711,0.429,0.014,0.183,,,,
1938,9,-2.337,0.311,0.423,0.017,0.189,,,,
1938,10,-2.647,0.469,0.466,0.047,0.197,,,,
1938,11,-4.619,0.438,0.477,0.099,0.194,,,,
1938,12,-2.695,0.343,0.489,0.172,0.172,,,,
1939,1,-2.846,0.286,0.494,0.218,0.174,,,,
1939,2,-9.466,0.329,0.483,0.22,0.16,,,,
1939,3,-7.877,0.082,0.472,0.225,0.167,,,,
1939,4,-3.834,-0.273,0.498,0.238,0.176,,,,
1939,5,-4.234,-0.194,0.503,0.243,0.179,,,,
1939,6,-5.31,0.012,0.541,0.249,0.181,,,,
1939,7,-4.542,0.191,0.627,0.251,0.184,,,,
1939,8,-4.329,0.71,0.639,0.264,0.187,,,,
1939,9,-5.292,1.111,0.673,0.281,0.19,,,,
1939,10,-6.911,1.127,0.66,0.288,0.184,,,,
1939,11,-3.671,1.127,0.655,0.289,0.194,,,,
1939,12,-0.227,1.076,0.638,0.312,0.199,,,,
1940,1,-0.694,1.072,0.628,0.365,0.184,,,,
1940,2,-3.244,1.041,0.628,0.358,0.175,,,,
1940,3,-3.063,1.278,0.618,0.404,0.171,,,,
1940,4,-3.639,1.521,0.639,0.393,0.163,,,,
1940,5,-4.234,1.273,0.613,0.386,0.163,,,,
1940,6,-5.921,0.929,0.599,0.379,0.158,,,,
1940,7,-4.594,0.69,0.56,0.37,0.153,,,,
1940,8,-4.697,0.816,0.608,0.375,0.145,,,,
1940,9,-2.442,0.761,0.533,0.368,0.146,,,,
1940,10,-3.998,0.715,0.552,0.381,0.143,,,,
1940,11,-6.646,0.685,0.52,0.388,0.13,,,,
1940,12,-4.365,0.826,0.5,0.375,0.121,,,,
1941,1,-3.562,0.895,0.487,0.394,0.104,,,,
1941,2,-1.732,0.836,0.489,0.42,0.085,,,,
1941,3,-3.716,0.539,0.456,0.44,0.083,,,,
1941,4,-4.192,0.42,0.456,0.46,0.083,,,,
1941,5,-4.596,0.498,0.501,0.464,0.088,,,,
1941,6,-4.231,0.51,0.498,0.46,0.083,,,,
1941,7,-3.761,0.713,0.554,0.45,0.079,,,,
1941,8,-5.409,0.501,0.629,0.45,0.078,,,,
1941,9,-6.005,0.716,0.665,0.458,0.075,,,,
1941,10,-5.423,0.703,0.683,0.473,0.062,,,,
1941,11,-5.713,0.753,0.684,0.473,0.051,,,,
1941,12,-4.215,0.707,0.695,0.474,0.031,,,,
1942,1,-1.133,0.602,0.688,0.493,0.018,,,,
1942,2,-4.276,0.642,0.684,0.505,0.032,,,,
1942,3,-1.139,0.741,0.707,0.514,0.042,,,,
1942,4,-4.341,0.947,0.761,0.485,0.051,,,,
1942,5,-4.003,0.889,0.76,0.463,0.053,,,,
1942,6,-4.776,0.658,0.716,0.447,0.053,,,,
1942,7,-5.022,0.265,0.684,0.445,0.055,,,,
1942,8,-4.935,0.304,0.682,0.44,0.049,,,,
1942,9,-4.818,-0.233,0.711,0.433,0.045,,,,
1942,10,-2.944,-0.256,0.649,0.449,0.047,,,,
1942,11,-6.411,-0.4,0.617,0.465,0.067,,,,
1942,12,-6.992,-0.453,0.618,0.496,0.091,,,,
1943,1,-5.838,-0.421,0.609,0.505,0.091,,,,
1943,2,-3.814,-0.404,0.612,0.496,0.112,,,,
1943,3,-7.585,-0.358,0.559,0.459,0.119,,,,
1943,4,-4.61,-0.338,0.553,0.443,0.131,,,,
1943,5,-5.735,0.04,0.544,0.441,0.132,,,,
1943,6,-5.414,0.382,0.52,0.441,0.133,,,,
1943,7,-4.641,0.912,0.503,0.44,0.134,,,,
1943,8,-4.725,0.814,0.41,0.445,0.134,,,,
1943,9,-4.268,0.971,0.457,0.436,0.134,,,,
1943,10,-2.7,1.124,0.453,0.43,0.144,,,,
1943,11,-1.884,1.256,0.451,0.445,0.168,,,,
1943,12,-2.88,1.318,0.431,0.417,0.199,,,,
1944,1,0.524,1.291,0.405,0.404,0.183,,,,
1944,2,-4.994,1.303,0.418,0.406,0.197,,,,
1944,3,-5.702,1.337,0.443,0.442,0.206,,,,
1944,4,-2.771,1.253,0.447,0.444,0.188,,,,
1944,5,-4.152,1.099,0.444,0.432,0.186,,,,
1944,6,-4.674,1.102,0.406,0.433,0.189,,,,
1944,7,-4.967,0.839,0.359,0.428,0.192,,,,
1944,8,-4.571,0.976,0.371,0.43,0.201,,,,
1944,9,-3.86,1.343,0.354,0.439,0.207,,,,
1944,10,-3.711,0.96,0.31,0.455,0.209,,,,
1944,11,-3.735,0.79,0.271,0.462,0.214,,,,
1944,12,-2.845,0.694,0.255,0.419,0.225,,,,
1945,1,-2.629,0.68,0.262,0.342,0.253,,,,
1945,2,-3.352,0.684,0.253,0.309,0.238,,,,
1945,3,-1.297,0.535,0.248,0.294,0.235,,,,
1945,4,-7.362,0.481,0.258,0.269,0.245,,,,
1945,5,-6.191,0.197,0.317,0.263,0.249,,,,
1945,6,-5.826,-0.051,0.393,0.269,0.256,,,,
1945,7,-5.136,-0.216,0.449,0.263,0.255,,,,
1945,8,-4.521,-0.544,0.383,0.252,0.258,,,,
1945,9,-5.655,-0.511,0.384,0.237,0.256,,,,
1945,10,-4.359,-0.265,0.335,0.22,0.268,,,,
1945,11,-7.141,-0.144,0.362,0.22,0.27,,,,
1945,12,-5.824,-0.113,0.382,0.227,0.26,,,,
1946,1,-4.602,-0.126,0.393,0.211,0.276,,,,
1946,2,-7.287,-0.137,0.401,0.179,0.295,,,,
1946,3,-0.909,-0.039,0.416,0.164,0.284,,,,
1946,4,-4.413,-0.106,0.405,0.166,0.29,,,,
1946,5,-4.736,-0.006,0.389,0.171,0.283,,,,
1946,6,-5.451,-0.059,0.335,0.163,0.282,,,,
1946,7,-5.294,-0.009,0.254,0.152,0.278,,,,
1946,8,-4.646,0.303,0.183,0.158,0.275,,,,
1946,9,-4.489,0.202,0.22,0.17,0.272,,,,
1946,10,-5.163,-0.015,0.205,0.163,0.276,,,,
1946,11,-5.936,-0.149,0.18,0.16,0.282,,,,
1946,12,-6.464,-0.17,0.172,0.133,0.279,,,,
1947,1,-3.994,-0.112,0.168,0.088,0.275,,,,
1947,2,-3.553,-0.185,0.177,0.088,0.274,,,,
1947,3,-2.117,-0.235,0.17,0.067,0.277,,,,
1947,4,-7.018,-0.001,0.15,0.083,0.271,,,,
1947,5,-6.347,0.256,0.164,0.093,0.263,,,,
1947,6,-5.705,0.589,0.121,0.095,0.255,,,,
1947,7,-4.595,0.719,0,0.097,0.253,,,,
1947,8,-5.514,0.367,-0.064,0.095,0.253,,,,
1947,9,-5.09,-0.084,-0.123,0.096,0.255,,,,
1947,10,-2.358,-0.131,-0.112,0.078,0.252,,,,
1947,11,-2.856,0.059,-0.09,0.109,0.252,,,,
1947,12,-2.463,0.184,-0.079,0.165,0.258,,,,
1948,1,-2.438,0.232,-0.083,0.169,0.273,,,,
1948,2,-7.78,0.337,-0.107,0.186,0.278,,,,
1948,3,-7.531,0.481,-0.084,0.223,0.285,,,,
1948,4,-7.571,0.4,-0.113,0.24,0.289,,,,
1948,5,-4.074,0.399,-0.104,0.25,0.288,,,,
1948,6,-4.208,0.094,-0.066,0.251,0.282,,,,
1948,7,-4.012,-0.063,-0.08,0.247,0.279,,,,
1948,8,-4.253,-0.185,-0.053,0.253,0.28,,,,
1948,9,-3.368,0.15,-0.13,0.251,0.272,,,,
1948,10,-3.331,0.477,-0.122,0.24,0.264,,,,
1948,11,-2.867,0.346,-0.109,0.237,0.261,,,,
1948,12,-6.118,0.264,-0.105,0.226,0.248,,,,
1949,1,-4.319,0.167,-0.1,0.149,0.24,,,,
1949,2,-9.245,0.183,-0.102,0.174,0.255,,,,
1949,3,-3.515,0.11,-0.103,0.187,0.267,,,,
1949,4,-3.642,-0.026,-0.122,0.137,0.261,,,,
1949,5,-5.656,-0.026,-0.123,0.128,0.253,,,,
1949,6,-5.186,0.033,-0.139,0.129,0.252,,,,
1949,7,-5.175,-0.43,-0.183,0.132,0.252,,,,
1949,8,-4.057,-0.26,-0.194,0.138,0.246,,,,
1949,9,-4.247,-0.373,-0.221,0.134,0.248,,,,
1949,10,-4.96,-0.626,-0.143,0.129,0.247,,,,
1949,11,-2.871,-0.563,-0.086,0.139,0.236,,,,
1949,12,-5.407,-0.561,-0.066,0.138,0.233,,,,
1950,1,-9.884,-0.578,-0.068,0.141,0.222,,,,
1950,2,-7.195,-0.736,-0.062,0.118,0.227,,,,
1950,3,-4.882,-0.738,-0.056,0.065,0.21,,,,
1950,4,-6.672,-0.833,-0.102,0.098,0.204,,,,
1950,5,-4.9,-1.144,-0.1,0.112,0.206,,,,
1950,6,-5.165,-0.988,-0.063,0.133,0.213,,,,
1950,7,-5.375,-0.618,-0.111,0.14,0.213,,,,
1950,8,-5.958,-0.49,-0.01,0.141,0.214,,,,
1950,9,-4.273,-0.542,0.061,0.145,0.206,,,,
1950,10,-6.091,-0.313,0.146,0.154,0.204,,,,
1950,11,-6.608,-0.235,0.137,0.152,0.209,,,,
1950,12,-3.529,-0.241,0.119,0.146,0.214,,,,
1951,1,-5.452,-0.211,0.102,0.157,0.211,,,,
1951,2,-5.652,-0.11,0.106,0.17,0.2,,,,
1951,3,-5.512,-0.133,0.085,0.127,0.191,,,,
1951,4,-3.926,-0.149,0.075,0.12,0.186,,,,
1951,5,-3.962,-0.099,0.086,0.102,0.182,,,,
1951,6,-5.238,-0.426,0.117,0.104,0.183,,,,
1951,7,-5.012,-0.525,0.044,0.107,0.181,,,,
1951,8,-4.748,-0.402,0.164,0.1,0.186,,,,
1951,9,-4.547,-0.256,0.154,0.086,0.187,,,,
1951,10,-6.28,-0.122,0.069,0.08,0.185,,,,
1951,11,-6.008,-0.034,0.077,0.091,0.189,,,,
1951,12,-7.452,0.025,0.086,0.085,0.182,,,,
1952,1,-6.64,0.05,0.096,0.058,0.166,,,,
1952,2,-4.174,0.015,0.098,0.043,0.15,,,,
1952,3,-3.764,0.001,0.097,0.041,0.142,,,,
1952,4,-2.313,0.097,0.109,0.057,0.136,,,,
1952,5,-2.912,0.372,0.114,0.062,0.127,,,,
1952,6,-4.53,0.97,0.156,0.064,0.129,,,,
1952,7,-4.706,1.081,0.282,0.06,0.129,,,,
1952,8,-5.179,1.284,0.299,0.065,0.131,,,,
1952,9,-4.71,1.328,0.254,0.076,0.131,,,,
1952,10,-5.132,1.311,0.308,0.056,0.129,,,,
1952,11,-2.703,1.174,0.315,0.039,0.139,,,,
1952,12,-0.281,1.11,0.345,0.02,0.154,,,,
1953,1,-5.308,1.08,0.364,0.042,0.157,,,,
1953,2,-1.73,1.178,0.389,0.059,0.155,,,,
1953,3,-3.24,1.187,0.374,0.11,0.16,,,,
1953,4,-2.516,1.284,0.422,0.134,0.165,,,,
1953,5,-4.56,1.326,0.408,0.134,0.165,,,,
1953,6,-5.293,0.994,0.357,0.123,0.167,,,,
1953,7,-5.075,0.711,0.394,0.117,0.168,,,,
1953,8,-3.995,0.686,0.394,0.116,0.169,,,,
1953,9,-4.602,0.613,0.385,0.108,0.166,,,,
1953,10,-3.968,0.096,0.362,0.098,0.167,,,,
1953,11,-2.206,0.041,0.313,0.076,0.157,,,,
1953,12,-4.256,0.099,0.314,0.079,0.151,,,,
1954,1,-8.713,0.14,0.313,0.076,0.136,,,,
1954,2,-2.023,0.145,0.303,0.103,0.146,,,,
1954,3,-4.112,0.17,0.275,0.092,0.131,,,,
1954,4,-8.721,0.144,0.281,0.078,0.117,,,,
1954,5,-5.219,0.115,0.306,0.074,0.113,,,,
1954,6,-4.605,0.228,0.309,0.071,0.11,,,,
1954,7,-4.575,0.76,0.3,0.076,0.11,,,,
1954,8,-3.942,0.417,0.28,0.062,0.106,,,,
1954,9,-4.305,0.128,0.303,0.058,0.099,,,,
1954,10,-4.274,0.567,0.258,0.04,0.094,,,,
1954,11,-2.56,0.627,0.21,0.011,0.089,,,,
1954,12,-2.899,0.732,0.193,0.048,0.07,,,,
1955,1,-2.331,0.762,0.189,0.101,0.058,,,,
1955,2,-6.137,0.72,0.192,0.145,0.039,,,,
1955,3,-7.578,0.646,0.208,0.126,0.024,,,,
1955,4,-3.452,0.734,0.214,0.138,0.035,,,,
1955,5,-4.502,0.326,0.178,0.149,0.042,,,,
1955,6,-3.337,0.019,0.103,0.157,0.043,,,,
1955,7,-4.223,-0.057,0.195,0.163,0.041,,,,
1955,8,-4.445,-0.016,0.129,0.176,0.037,,,,
1955,9,-5.194,0.109,0.16,0.175,0.032,,,,
1955,10,-3.215,-0.041,0.123,0.188,0.028,,,,
1955,11,-7.461,-0.245,0.131,0.197,0.034,,,,
1955,12,-6.575,-0.398,0.127,0.2,0.042,,,,
1956,1,-3.241,-0.465,0.133,0.21,0.029,,,,
1956,2,-5.651,-0.543,0.125,0.221,0.043,,,,
1956,3,-6.075,-0.628,0.13,0.218,0.032,,,,
1956,4,-5.259,-0.855,0.122,0.207,0.025,,,,
1956,5,-6.949,-0.61,0.067,0.193,0.023,,,,
1956,6,-5.173,-0.668,0.041,0.203,0.026,,,,
1956,7,-5.023,-0.995,0.108,0.21,0.029,,,,
1956,8,-5.377,-0.973,0.043,0.214,0.029,,,,
1956,9,-6.215,-0.664,0.03,0.205,0.033,,,,
1956,10,-5.945,-0.645,0.087,0.206,0.031,,,,
1956,11,-4.519,-0.545,0.072,0.217,0.023,,,,
1956,12,-7.264,-0.576,0.055,0.232,0.033,,,,
1957,1,-7.168,-0.574,0.056,0.244,0.031,,,,
1957,2,-5.394,-0.541,0.026,0.211,0.013,,,,
1957,3,-2.358,-0.333,0.019,0.217,-0.008,,,,
1957,4,-5.03,-0.238,-0.029,0.189,-0.009,,,,
1957,5,-5.757,-0.267,-0.092,0.162,-0.007,,,,
1957,6,-5.541,-0.06,-0.06,0.163,-0.005,,,,
1957,7,-5,0.556,-0.079,0.161,-0.007,,,,
1957,8,-4.983,0.532,-0.009,0.166,-0.003,,,,
1957,9,-3.712,0.612,-0.002,0.167,0.002,,,,
1957,10,-4.81,0.639,-0.031,0.181,-0.007,,,,
1957,11,-4.868,0.775,-0.016,0.169,-0.016,,,,
1957,12,-4.783,0.778,-0.031,0.142,-0.017,,,,
1958,1,0.233,0.801,-0.038,0.144,-0.03,,,,
1958,2,-5.688,0.846,-0.037,0.124,-0.016,,,,
1958,3,-1.401,0.794,-0.025,0.097,0.006,,,,
1958,4,-4.707,0.826,-0.045,0.089,0.019,,,,
1958,5,-4.116,0.773,-0.013,0.08,0.014,,,,
1958,6,-5.505,0.688,0.044,0.084,0.009,,,,
1958,7,-4.729,0.276,0.026,0.089,0.001,,,,
1958,8,-4.439,0.253,0.048,0.084,-0.007,,,,
1958,9,-4.344,-0.036,0.051,0.082,-0.008,,,,
1958,10,-4.424,-0.084,0.051,0.094,-0.007,,,,
1958,11,-5.505,-0.253,0.073,0.077,-0.012,,,,
1958,12,-5.804,-0.262,0.092,0.077,-0.009,,,,
1959,1,-4.708,-0.244,0.106,0.122,-0.016,,,,
1959,2,-5.957,-0.354,0.124,0.118,0.013,,,,
1959,3,-4.872,-0.386,0.134,0.075,0.008,,,,
1959,4,-5.285,-0.614,0.132,0.096,0.005,,,,
1959,5,-6.149,-0.682,0.128,0.098,0.004,,,,
1959,6,-5.603,-0.277,0.154,0.09,0,,,,
1959,7,-4.52,-0.174,0.188,0.088,0,,,,
1959,8,-5.755,0.157,0.143,0.074,-0.002,,,,
1959,9,-4.727,-0.03,0.131,0.064,-0.007,,,,
1959,10,-7.16,-0.024,0.12,0.06,-0.007,,,,
1959,11,-6.32,0.187,0.115,0.039,-0.012,,,,
1959,12,-0.954,0.301,0.133,0.001,0.008,,,,
1960,1,-3.471,0.292,0.134,-0.024,0.029,,,,
1960,2,-1.981,0.405,0.14,-0.039,0.04,,,,
1960,3,-7.12,0.428,0.125,-0.017,0.044,,,,
1960,4,-5.213,0.655,0.148,-0.028,0.049,,,,
1960,5,-3.612,0.722,0.161,-0.028,0.043,,,,
1960,6,-4.231,0.536,0.182,-0.047,0.046,,,,
1960,7,-4.629,0.466,0.093,-0.058,0.05,,,,
1960,8,-4.398,0.27,0.119,-0.067,0.056,,,,
1960,9,-4.449,0.371,0.034,-0.08,0.052,,,,
1960,10,-4.436,0.368,0.055,-0.099,0.059,,,,
1960,11,-5.524,0.2,0.03,-0.085,0.065,,,,
1960,12,-3.188,0.216,0.04,-0.061,0.047,,,,
1961,1,-4.307,0.254,0.045,-0.099,0.044,,,,
1961,2,-4.334,0.264,0.043,-0.085,0.051,,,,
1961,3,-5.905,0.167,0.035,-0.063,0.056,,,,
1961,4,-5.248,0.031,0.065,-0.071,0.054,,,,
1961,5,-5.635,0.095,0.087,-0.056,0.053,,,,
1961,6,-4.034,-0.114,0.113,-0.052,0.057,,,,
1961,7,-4.173,-0.181,0.137,-0.048,0.056,,,,
1961,8,-4.279,-0.497,0.194,-0.042,0.056,,,,
1961,9,-5.611,-0.26,0.121,-0.02,0.057,,,,
1961,10,-6.071,-0.298,0.104,-0.017,0.068,,,,
1961,11,-4.756,-0.336,0.125,-0.046,0.069,,,,
1961,12,-5.694,-0.369,0.126,-0.019,0.068,,,,
1962,1,-5.117,-0.434,0.12,0.004,0.062,,,,
1962,2,-8.118,-0.461,0.122,-0.016,0.041,,,,
1962,3,-3.058,-0.38,0.11,-0.057,0.033,,,,
1962,4,-5.704,-0.16,0.148,-0.076,0.013,,,,
1962,5,-6.094,-0.102,0.171,-0.077,0.003,,,,
1962,6,-4.432,0.079,0.062,-0.073,-0.001,,,,
1962,7,-4.95,0.081,0.03,-0.075,-0.007,,,,
1962,8,-4.606,0.411,-0.069,-0.071,-0.007,,,,
1962,9,-4.634,0.123,-0.032,-0.072,-0.017,,,,
1962,10,-3.437,0.314,-0.024,-0.07,-0.027,,,,
1962,11,-4.06,0.354,-0.04,-0.071,-0.041,,,,
1962,12,-3.518,0.314,-0.062,-0.053,-0.076,,,,
1963,1,-5.091,0.356,-0.078,-0.102,-0.066,,,,
1963,2,-4.157,0.361,-0.096,-0.091,-0.084,,,,
1963,3,-6.513,0.342,-0.136,-0.098,-0.081,,,,
1963,4,-3.423,0.412,-0.153,-0.097,-0.092,,,,
1963,5,-5.614,0.404,-0.157,-0.106,-0.088,,,,
1963,6,-4.902,0.341,-0.166,-0.105,-0.083,,,,
1963,7,-4.449,0.492,-0.224,-0.114,-0.08,,,,
1963,8,-4.544,0.629,-0.219,-0.13,-0.079,,,,
1963,9,-4.863,0.399,-0.177,-0.123,-0.077,,,,
1963,10,-2.595,0.162,-0.192,-0.113,-0.075,,,,
1963,11,-4.164,0.219,-0.185,-0.101,-0.09,,,,
1963,12,-4.275,0.165,-0.195,-0.098,-0.09,,,,
1964,1,-3.28,0.129,-0.203,-0.108,-0.084,,,,
1964,2,-2.512,0.041,-0.209,-0.077,-0.1,,,,
1964,3,-9.267,-0.008,-0.174,-0.076,-0.116,,,,
1964,4,-6.276,-0.197,-0.167,-0.068,-0.106,,,,
1964,5,-4.92,-0.264,-0.22,-0.065,-0.11,,,,
1964,6,-5.552,-0.53,-0.193,-0.07,-0.11,,,,
1964,7,-4.883,-0.708,-0.181,-0.076,-0.111,,,,
1964,8,-5.602,-1.16,-0.176,-0.066,-0.117,,,,
1964,9,-5.449,-0.796,-0.246,-0.072,-0.125,,,,
1964,10,-4.859,-0.666,-0.273,-0.055,-0.136,,,,
1964,11,-4.976,-0.639,-0.268,-0.036,-0.14,,,,
1964,12,-7.463,-0.637,-0.28,-0.031,-0.139,,,,
1965,1,-5.412,-0.697,-0.283,-0.043,-0.154,,,,
1965,2,-7.946,-0.687,-0.283,-0.066,-0.15,,,,
1965,3,-4.892,-0.803,-0.268,-0.039,-0.144,,,,
1965,4,-4.72,-0.85,-0.288,-0.04,-0.15,,,,
1965,5,-4.596,-0.915,-0.303,-0.063,-0.146,,,,
1965,6,-5.529,-0.604,-0.288,-0.065,-0.147,,,,
1965,7,-5.6,-0.806,-0.297,-0.064,-0.145,,,,
1965,8,-5.484,-0.477,-0.301,-0.064,-0.148,,,,
1965,9,-6.838,-0.351,-0.229,-0.071,-0.145,,,,
1965,10,-5.428,-0.472,-0.248,-0.071,-0.152,,,,
1965,11,-5.759,-0.521,-0.242,-0.067,-0.143,,,,
1965,12,-3.726,-0.449,-0.25,-0.107,-0.142,,,,
1966,1,-7.841,-0.367,-0.274,-0.122,-0.146,,,,
1966,2,-3.989,-0.297,-0.302,-0.119,-0.144,,,,
1966,3,-3.39,-0.024,-0.28,-0.105,-0.146,,,,
1966,4,-6.166,-0.038,-0.291,-0.098,-0.134,,,,
1966,5,-5.183,-0.222,-0.29,-0.087,-0.123,,,,
1966,6,-4.664,-0.25,-0.308,-0.089,-0.121,,,,
