Year,Month,Monthly_Anomaly, Monthly Unc.,Annual_Anomaly,Annual Unc.,Five_year_Anomaly,Five-year Unc.,Ten_year_Anomaly,Ten-year Unc.,Twenty_year_Anomaly,Twentry-year Unc.
1811,8,-0.225,2.248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1811,9,-0.502,2.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1811,10,-3.214,2.893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1811,11,-2.967,2.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1811,12,0.556,2.678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1812,1,-2.02,4.263,-1.892,1.022,NaN,NaN,NaN,NaN,NaN,NaN
1812,2,-4.646,2.464,-1.765,1.051,NaN,NaN,NaN,NaN,NaN,NaN
1812,3,-3.264,2.647,-1.745,1.016,NaN,NaN,NaN,NaN,NaN,NaN
1812,4,-2.678,2.566,-1.662,0.964,NaN,NaN,NaN,NaN,NaN,NaN
1812,5,-1.603,2.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1812,6,-1.753,2.129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1812,7,-0.391,2.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1812,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1812,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1812,10,-2.222,2.294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1812,11,-2.168,2.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1812,12,-0.467,3.141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1813,1,-2.447,3.445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1813,2,-1.126,2.91,-1.025,0.992,NaN,NaN,NaN,NaN,NaN,NaN
1813,3,NaN,NaN,-0.869,0.989,NaN,NaN,NaN,NaN,NaN,NaN
1813,4,0.087,2.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1813,5,0.92,2.302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1813,6,-0.205,2.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1813,7,0.124,2.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1813,8,-0.962,2.259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1813,9,1.608,2.289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1813,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1813,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1813,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1814,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1815,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1816,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1818,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1819,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1820,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1821,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1822,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,10,-2.734,2.555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,11,-1.878,3.063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,12,-1.854,2.884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,1,1.267,2.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,2,-2.516,2.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,3,-0.341,2.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,4,0.341,2.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,5,0.059,2.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,6,1.479,2.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,7,1.131,2.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1824,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,10,-2.933,2.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,11,-2.241,3.784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1825,12,-0.543,2.807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,1,0.064,2.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,3,-0.358,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,10,-2.085,2.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,11,1.006,2.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,12,2.099,2.763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,1,3.06,3.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,3,-0.316,2.699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,4,1.795,2.894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,5,1.575,2.737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1827,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,1,-1.129,2.462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,2,-0.455,2.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,3,1.43,2.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,4,1.243,2.331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,5,0.476,2.743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,10,-1.242,2.216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,11,-0.595,2.277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1828,12,-1.329,2.963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1829,1,-0.289,2.542,-0.511,1.026,NaN,NaN,NaN,NaN,NaN,NaN
1829,2,-1.707,2.458,-0.538,1.036,NaN,NaN,NaN,NaN,NaN,NaN
1829,3,0.599,2.272,-0.536,1.041,NaN,NaN,NaN,NaN,NaN,NaN
1829,4,-0.388,2.412,-0.532,1.06,NaN,NaN,NaN,NaN,NaN,NaN
1829,5,NaN,NaN,-0.672,1.057,NaN,NaN,NaN,NaN,NaN,NaN
1829,6,-0.143,1.97,-0.632,1.101,NaN,NaN,NaN,NaN,NaN,NaN
1829,7,-0.582,2.051,-0.58,1.096,NaN,NaN,NaN,NaN,NaN,NaN
1829,8,-0.542,2.018,-0.308,1.024,NaN,NaN,NaN,NaN,NaN,NaN
1829,9,NaN,NaN,-0.372,1.035,NaN,NaN,NaN,NaN,NaN,NaN
1829,10,-1.203,2.026,-0.201,1.004,NaN,NaN,NaN,NaN,NaN,NaN
1829,11,-2.277,2.387,-0.442,1.015,NaN,NaN,NaN,NaN,NaN,NaN
1829,12,-0.842,2.739,-0.522,1.025,NaN,NaN,NaN,NaN,NaN,NaN
1830,1,0.33,3.346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1830,2,1.565,2.942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1830,3,-0.173,2.445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1830,4,1.668,2.384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1830,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1830,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1830,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1830,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1830,9,-1.397,2.566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1830,10,-0.619,2.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1830,11,3.362,3.23,0.506,1.316,NaN,NaN,NaN,NaN,NaN,NaN
1830,12,2.525,3.055,0.548,1.238,NaN,NaN,NaN,NaN,NaN,NaN
1831,1,2.289,3.189,0.404,1.241,NaN,NaN,NaN,NaN,NaN,NaN
1831,2,0.741,4.826,0.437,1.219,NaN,NaN,NaN,NaN,NaN,NaN
1831,3,0.928,2.967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1831,4,-0.307,2.339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1831,5,-0.301,2.624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1831,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1831,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1831,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1831,9,NaN,NaN,NaN,NaN,NaN,NaN,-0.44,0.587,NaN,NaN
1831,10,-1.635,2.5,NaN,NaN,NaN,NaN,-0.441,0.584,NaN,NaN
1831,11,0.1,3.404,NaN,NaN,NaN,NaN,-0.461,0.59,NaN,NaN
1831,12,-2.655,3.144,NaN,NaN,NaN,NaN,-0.487,0.586,NaN,NaN
1832,1,1.604,2.577,NaN,NaN,NaN,NaN,-0.505,0.585,NaN,NaN
1832,2,-4.138,2.631,NaN,NaN,NaN,NaN,-0.514,0.591,NaN,NaN
1832,3,0.238,2.164,NaN,NaN,-0.41,0.715,-0.518,0.596,NaN,NaN
1832,4,-1.429,2.254,NaN,NaN,-0.416,0.717,-0.551,0.59,NaN,NaN
1832,5,-0.785,2.195,NaN,NaN,-0.364,0.705,-0.577,0.587,NaN,NaN
1832,6,NaN,NaN,NaN,NaN,-0.366,0.707,-0.59,0.591,NaN,NaN
1832,7,NaN,NaN,NaN,NaN,-0.349,0.721,-0.606,0.591,NaN,NaN
1832,8,NaN,NaN,NaN,NaN,-0.403,0.729,-0.614,0.59,NaN,NaN
1832,9,NaN,NaN,NaN,NaN,-0.408,0.728,-0.616,0.593,NaN,NaN
1832,10,-1.222,2.336,NaN,NaN,-0.456,0.716,-0.638,0.597,NaN,NaN
1832,11,-1.331,2.38,NaN,NaN,-0.447,0.714,-0.649,0.606,NaN,NaN
1832,12,-1.598,2.457,NaN,NaN,-0.448,0.716,-0.655,0.605,-0.574,0.58
1833,1,0.762,2.677,NaN,NaN,-0.489,0.721,-0.658,0.607,-0.568,0.58
1833,2,-1.412,2.335,NaN,NaN,-0.502,0.722,-0.664,0.612,-0.567,0.577
1833,3,0.409,2.711,-0.604,1.043,-0.508,0.718,-0.676,0.62,-0.57,0.571
1833,4,-0.059,2.064,-0.658,1.058,-0.534,0.718,-0.71,0.622,-0.564,0.569
1833,5,NaN,NaN,-0.508,1.071,-0.617,0.713,-0.727,0.618,-0.565,0.57
1833,6,NaN,NaN,-0.339,1.086,-0.688,0.712,-0.739,0.618,-0.576,0.567
1833,7,NaN,NaN,-0.533,1.109,-0.728,0.718,-0.744,0.614,-0.582,0.567
1833,8,-0.26,2.08,-0.405,1.125,-0.76,0.708,-0.75,0.613,-0.583,0.567
1833,9,-0.282,2.126,-0.398,1.043,-0.793,0.695,-0.739,0.619,-0.582,0.568
1833,10,-1.875,2.072,-0.396,1.071,-0.826,0.692,-0.74,0.615,-0.582,0.568
1833,11,0.476,2.667,-0.404,1.12,-0.834,0.681,-0.752,0.609,-0.581,0.57
1833,12,0.428,2.886,-0.426,1.101,-0.838,0.678,-0.752,0.605,-0.57,0.57
1834,1,-1.565,2.886,-0.377,1.133,-0.842,0.68,-0.752,0.605,-0.585,0.569
1834,2,0.126,2.466,-0.419,1.142,-0.867,0.678,-0.717,0.608,-0.571,0.573
1834,3,0.492,2.196,-0.438,1.164,-0.871,0.671,-0.736,0.611,-0.577,0.566
1834,4,-0.037,2.551,-0.41,1.189,-0.879,0.662,-0.716,0.616,-0.578,0.568
1834,5,-0.666,2.043,-0.381,1.1,-0.904,0.659,-0.738,0.615,-0.587,0.568
1834,6,-0.991,2.17,-0.494,1.025,-0.878,0.654,-0.742,0.618,-0.6,0.566
1834,7,-0.368,2.026,-0.254,0.985,-0.889,0.661,-0.739,0.621,-0.61,0.564
1834,8,-0.763,2.167,-0.404,0.981,-0.836,0.67,-0.728,0.624,-0.614,0.562
1834,9,-0.518,2.227,-0.482,0.932,-0.853,0.67,-0.729,0.625,-0.62,0.558
1834,10,-1.532,2.019,-0.584,0.929,-0.865,0.67,-0.734,0.629,-0.616,0.556
1834,11,0.822,2.109,-0.608,0.94,-0.878,0.668,-0.72,0.63,-0.62,0.554
1834,12,-0.933,2.09,-0.623,0.957,-0.888,0.661,-0.706,0.642,-0.625,0.556
1835,1,1.319,2.18,-0.731,0.956,-0.91,0.646,-0.692,0.642,-0.621,0.554
1835,2,-1.675,2.676,-0.804,0.982,-0.907,0.64,-0.721,0.646,-0.624,0.554
1835,3,-0.442,2.398,-0.906,0.958,-0.907,0.637,-0.713,0.65,-0.632,0.548
1835,4,-1.262,2.087,-0.962,0.954,-0.936,0.639,-0.738,0.647,-0.64,0.543
1835,5,-0.954,2.092,-1.164,0.996,-0.946,0.649,-0.725,0.645,-0.647,0.541
1835,6,-1.174,2.164,-1.234,1.087,-0.946,0.631,-0.719,0.641,-0.656,0.54
1835,7,-1.667,2.139,-1.348,1.148,-0.983,0.64,-0.72,0.639,-0.658,0.542
1835,8,NaN,NaN,-1.307,1.12,-0.98,0.645,-0.726,0.629,-0.656,0.541
1835,9,-1.745,2.098,-1.36,1.122,-0.985,0.669,-0.717,0.628,-0.658,0.543
1835,10,-2.205,2.23,-1.447,1.147,-1.032,0.682,-0.733,0.623,-0.659,0.54
1835,11,-1.598,2.43,-1.431,1.139,-1.05,0.684,-0.773,0.636,-0.655,0.543
1835,12,-1.77,3.009,-1.401,1.1,-1.046,0.676,-0.804,0.642,-0.658,0.544
1836,1,-0.058,2.733,-1.364,1.088,-1.038,0.662,-0.827,0.641,-0.642,0.55
1836,2,-1.174,2.391,-1.39,1.111,-1.049,0.658,-0.831,0.64,-0.637,0.547
1836,3,-1.086,1.971,-1.359,1.06,-1.049,0.668,-0.846,0.64,-0.626,0.545
1836,4,-2.3,2.327,-1.355,1.032,-1.04,0.66,-0.875,0.628,-0.632,0.547
1836,5,-0.768,2.115,-1.338,0.976,-1.082,0.656,-0.879,0.628,-0.636,0.548
1836,6,-0.812,2.061,-1.279,0.933,-1.111,0.642,-0.879,0.624,-0.632,0.55
1836,7,-1.223,2.011,-1.197,0.918,-1.089,0.639,-0.875,0.621,-0.631,0.55
1836,8,-1.937,2.805,-1.178,0.932,-1.05,0.645,-0.871,0.623,-0.626,0.548
